Invoice/Item Number,Date,Store Number,Store Name,Address,City,Zip Code,Store Location,County Number,County,Category,Category Name,Vendor Number,Vendor Name,Item Number,Item Description,Pack,Bottle Volume (ml),State Bottle Cost,State Bottle Retail,Bottles Sold,Sale (Dollars),Volume Sold (Liters),Volume Sold (Gallons)
INV-07338800025,9/19/2017,3769,Wal-Mart 0753 / Cedar Fall,525 Brandilynn Blvd,Cedar Falls,50613,POINT (-92.440394 42.485042),7,BLACK HAWK,1031100,American Vodkas,300,McCormick Distilling Co.,36908,Mccormick Vodka Pet,6,1750,7.47,11.21,6,67.26,10.5,2.77
INV-07329500023,9/19/2017,5437,Great Pastimes,228 N Main St.,Monticello,52310,POINT (-91.183413 42.24013200000001),53,JONES,1011100,Blended Whiskies,65,Jim Beam Brands,24457,Kessler Blend Whiskey,12,1000,7.17,10.76,2,21.52,2,0.53
INV-07315300029,9/18/2017,4654,KUM & GO #510 / STUART,629 S Division St,Stuart,50250,POINT (-94.318482 41.496773),1,Adair,1011100,Blended Whiskies,260,DIAGEO AMERICAS,25604,Seagrams 7 Crown Bl Whiskey,24,375,3.5,5.25,6,31.5,2.25,0.59
INV-07294500005,9/18/2017,5364,Station Mart,3594 Lafayette Road,Evansdale,50707,POINT (-92.287994 42.47724500000001),7,BLACK HAWK,1031100,American Vodkas,297,Laird & Company,35916,Five O'clock Vodka,12,750,3.37,5.06,12,60.72,9,2.38
INV-07244000021,9/14/2017,2652,Hy-Vee DrugStore / Mason City,875  4th St SW,Mason City,50401,POINT (-93.213856 43.148257),17,CERRO GORD,1081300,American Cordials & Liqueur,322,Prestige Wine & Spirits Group,75214,Kinky Blue,12,750,10,15,6,90,4.5,1.19
INV-07274100007,9/15/2017,4628,Oelwein Bottle and Can Inc.,137 2nd Ave SE,Oelwein,50662,POINT (-91.910523 42.67564),33,FAYETTE,1022100,Mixto Tequila,434,LUXCO INC,89387,Juarez Tequila Gold,12,1000,8,12,24,249.12,24,6.34
INV-07250900060,9/14/2017,2627,Hy-Vee Wine and Spirits #1,3424 Martin Luther King Jr Pkw,Des Moines,50310,POINT (-93.65129 41.626668),77,POLK,1052100,Imported Brandies,65,Jim Beam Brands,47776,Courvoisier Vsop Cognac,12,750,20.99,31.49,2,62.98,1.5,0.4
INV-07303400192,9/18/2017,5470,Super Saver Liquor of Muscatine,1510 A Isett Ave,Muscatine,52761,POINT (-91.042755 41.440327),70,MUSCATINE,1081300,American Cordials & Liqueur,322,Prestige Wine & Spirits Group,75214,Kinky Blue,12,750,10,15,4,60,3,0.79
INV-07232800074,9/13/2017,3773,Benz Distributing,501 7th Ave SE,Cedar Rapids,52401,POINT (-91.659875 41.97574),57,LINN,1081400,American Schnapps,65,Jim Beam Brands,82837,Dekuyper Raspberry Pucker,12,1000,7.87,11.81,12,141.72,12,3.17
INV-07243800078,9/14/2017,2515,Hy-Vee Food Store #1 / Mason City,2400 4th St SW,Mason City,50401,POINT (-93.23551 43.149557),17,CERRO GORD,1011700,Corn Whiskies,368,Park Street Imports,86906,Stillhouse Apple Crisp Whiskey,12,750,11.5,17.25,2,34.5,1.5,0.4
INV-07297600006,9/18/2017,4673,Sonny's Super Market / West Point,327 5th St,West Point,52656,POINT (-91.452491 40.717867),56,LEE,1062400,Spiced Rum,260,DIAGEO AMERICAS,1799,Captain Morgan Spiced Barrel,6,1750,18,27,6,162,10.5,2.77
INV-07227900165,9/13/2017,2621,Hy-Vee Food Store #3 / Sioux City,3301 Gordon Dr,Sioux City,51105,POINT (-96.364108 42.487752),97,WOODBURY,1022200,100% Agave Tequila,65,Jim Beam Brands,88540,Hornitos Lime Shot,12,750,12.07,18.11,12,255.12,9,2.38
INV-07226400003,9/13/2017,5319,West Side Grocery,1802 W 7th St,Davenport,52802,POINT (-90.60134 41.526774),82,SCOTT,1031100,American Vodkas,300,McCormick Distilling Co.,36886,Mccormick Vodka,12,750,3.31,4.97,12,59.64,9,2.38
INV-07247200110,9/14/2017,5102,Wilkie Liquors,724 1st  St  SE,Mount Vernon,52314,POINT (-91.410401 41.918328),57,LINN,1042100,Imported Dry Gins,240,William Grant & Sons Inc,28627,Hendrick's Gin,6,1000,21.17,31.76,6,190.56,6,1.59
INV-07249600005,9/14/2017,9002,Mississippi River Distillery,303 N Cody Rd,Leclaire,52753,POINT (-90.34359400000001 41.599733),82,Scott,1081200,Cream Liqueurs,306,MISSISSIPPI RIVER DISTIL,80236,Iowish Cream Liqueur,6,750,10.17,15.26,210,3204.6,157.5,41.61
INV-07289000137,9/18/2017,2670,Hy-Vee Food Store / Coralville,2004 8th  St,Coralville,52241,POINT (-91.591868 41.682337000000004),52,JOHNSON,1062400,Spiced Rum,259,Heaven Hill Brands,43028,Admiral Nelson Spiced Rum,6,1750,11.55,17.33,108,1871.64,189,49.93
INV-07332600016,9/19/2017,2666,Hy-Vee #2 / Ankeny,2510 SW State St,Ankeny,50023,POINT (-93.621824 41.705188),77,Polk,1012100,Canadian Whiskies,115,CONSTELLATION BRANDS INC,11588,Black Velvet Reserve,6,1750,12.99,19.49,6,116.94,10.5,2.77
INV-07300800059,9/18/2017,3952,Lot-A-Spirits,3780 State St,Bettendorf,52722,POINT (-90.48065 41.529655),82,SCOTT,1062200,White Rum,297,Laird & Company,44603,Five O'clock,12,1000,4.37,6.56,24,157.44,24,6.34
INV-07321000065,9/19/2017,2590,Hy-Vee Food Store #5 / Cedar Rapids,3235 Oakland Road NE,Cedar Rapids,52402,POINT (-91.658105 42.010971),57,LINN,1082000,Imported Cordials & Liqueurs,192,"Mast-Jagermeister US, Inc",65253,Jagermeister Liqueur,48,200,3.74,5.61,8,42.16,1.6,0.42
INV-07306400021,9/18/2017,3907,Smokin' Joe's #16 Tobacco and Liquor Outlet,1504 Park Ave,Muscatine,52761,POINT (-91.030569 41.442458),70,MUSCATINE,1031100,American Vodkas,260,DIAGEO AMERICAS,39866,Smirnoff 100prf,12,750,9.5,14.25,2,28.5,1.5,0.4
INV-07344400023,9/20/2017,2190,"Central City Liquor, Inc.",1460 2ND AVE,Des Moines,50314,POINT (-93.619787 41.60566),77,POLK,1052100,Imported Brandies,389,REMY COINTREAU USA INC,66296,Remy Martin V,6,750,16.83,25.25,2,50.5,1.5,0.4
INV-07299000032,9/18/2017,4897,Gasland #102 / Burlington,1703 Mt Pleasant St,Burlington,52601,POINT (-91.121931 40.819885),29,DES MOINES,1031100,American Vodkas,260,DIAGEO AMERICAS,37998,Smirnoff 80prf,6,1750,14.75,22.13,2,44.26,3.5,0.92
INV-07224400109,9/13/2017,2625,Hy-Vee Wine and Spirits #2,3301 W Kimberly Rd,Davenport,52804,,82,SCOTT,1081400,American Schnapps,65,Jim Beam Brands,82786,Dekuyper Buttershots,12,750,6.47,9.71,3,29.13,2.25,0.59
INV-07331800020,9/19/2017,5235,Kum & Go #540 / Waukee,3105 Grand Prairie Pkwy,Waukee,50263,POINT (-93.85358 41.574209),25,DALLAS,1012100,Canadian Whiskies,115,CONSTELLATION BRANDS INC,11774,Black Velvet,24,375,3.07,4.61,4,18.44,1.5,0.4
INV-07311500049,9/18/2017,3563,Wal-Mart 0559 / Muscatine,3003 North Hwy 61,Muscatine,52761,POINT (-91.025913 41.45529),70,MUSCATINE,1012100,Canadian Whiskies,85,Brown Forman Corp.,12478,Canadian Mist Canadian Why Pet,6,1750,11.06,16.59,6,99.54,10.5,2.77
INV-07265400007,9/15/2017,4382,Kum & Go #8 / 8th St / WDM,1293 8th Ave,West Des Moines,50265,,77,POLK,1062200,White Rum,35,BACARDI USA INC,43124,Bacardi Superior Rum,24,375,4.5,6.75,6,40.5,2.25,0.59
INV-07331100018,9/19/2017,4359,Kum & Go #75 / Waukee,350 SE University Ave,Waukee,50263,POINT (-93.865479 41.600403),25,DALLAS,1062400,Spiced Rum,260,DIAGEO AMERICAS,1799,Captain Morgan Spiced Barrel,6,1750,18,27,6,162,10.5,2.77
INV-07237600001,9/14/2017,3540,Super Target T-0533 / Davenport,5225 Elmore Ave,Davenport,52807,POINT (-90.528585 41.573196),82,SCOTT,1031100,American Vodkas,301,FIFTH GENERATION INC,38178,Titos Handmade Vodka,6,1750,19,28.5,6,166.62,10.5,2.77
INV-07283100027,9/15/2017,4453,SID'S GAS and GROCERIES,"1116, Hwy 69 South",Forest City,50436,POINT (-93.637202 43.24898100000001),95,WINNEBAGO,1012100,Canadian Whiskies,434,LUXCO INC,13638,Lord Calvert Canadian Whisky,6,1750,9.97,14.96,1,14.96,1.75,0.46
INV-07317700016,9/19/2017,4819,Super Stop 2 / Altoona,2635 Adventureland Dr,Altoona,50009,POINT (-93.494642 41.65854),77,POLK,1051100,American Brandies,205,E & J Gallo Winery,52591,E & J Vs Brandy Mini,10,500,7.68,11.52,1,11.52,0.5,0.13
INV-07228300059,9/13/2017,5351,Downtown Liquor,1203 5th St.,Sioux City,51101,POINT (-96.394671 42.495324),97,WOODBURY,1011200,Straight Bourbon Whiskies,65,Jim Beam Brands,19226,Knob Creek,6,750,19.94,29.91,1,29.91,0.75,0.2
INV-07262400033,9/15/2017,4617,Lickety Liquor,2501 HUBBELL AVE,Des Moines,50317,POINT (-93.570489 41.607817),77,POLK,1052100,Imported Brandies,389,REMY COINTREAU USA INC,49186,Remy Martin VSOP,12,750,23.48,35.22,4,134.88,3,0.79
INV-07340800001,9/19/2017,4502,Neighborhood Mart / Waterloo,"2100, Lafayette St",Waterloo,50703,POINT (-92.31397200000002 42.489914),7,BLACK HAWK,1031100,American Vodkas,297,Laird & Company,35916,Five O'clock Vodka,12,750,3.37,5.06,12,60.72,9,2.38
INV-07220600138,9/13/2017,2502,Hy-Vee Wine and Spirits / Ankeny,410 North Ankeny Blvd,Ankeny,50021,,77,POLK,1011100,Blended Whiskies,65,Jim Beam Brands,22784,Beam's 8 Star Bl Whiskey,24,375,2.09,3.14,6,18.84,2.25,0.59
INV-07231200080,9/13/2017,3869,Bootleggin' Barzini's Fin,412  1st Ave,Coralville,52241,POINT (-91.565517 41.672672),52,JOHNSON,1031100,American Vodkas,301,FIFTH GENERATION INC,38179,Titos Handmade Vodka,24,200,3.49,5.24,1,5.24,0.2,0.05
INV-07288500019,9/18/2017,5128,Price Chopper  /  Beaver,1819 Beaver Ave,Des Moines,50310,POINT (-93.672695 41.610525),77,POLK,1062100,Gold Rum,434,LUXCO INC,45248,Paramount Gold Rum,6,1750,7.84,11.76,6,70.56,10.5,2.77
INV-07254600015,9/14/2017,4810,Kum & Go #518 / Ankeny,3603 NE Otterview Circle,Ankeny,50021,POINT (-93.572458 41.760989),77,POLK,1031100,American Vodkas,260,DIAGEO AMERICAS,37991,Smirnoff 80prf Mini,12,500,7.47,11.21,2,22.42,1,0.26
INV-07336900105,9/19/2017,2576,Hy-Vee Wine and Spirits / Storm Lake,1250 N Lake St,Storm Lake,50588,POINT (-95.200758 42.65318400000001),11,BUENA VIST,1071100,Cocktails /RTD,395,PROXIMO,58875,Jose Cuervo Golden Margarita,6,1750,11.04,16.56,2,33.12,3.5,0.92
INV-07319700021,9/19/2017,4138,Fareway Stores #657 / Indianola,1309 W 2nd,Indianola,50125,POINT (-93.579252 41.356616),91,WARREN,1082000,Imported Cordials & Liqueurs,192,"Mast-Jagermeister US, Inc",65256,Jagermeister Liqueur,12,750,12.45,18.68,3,54.24,2.25,0.59
INV-07289000013,9/18/2017,2670,Hy-Vee Food Store / Coralville,2004 8th  St,Coralville,52241,POINT (-91.591868 41.682337000000004),52,JOHNSON,1051100,American Brandies,115,CONSTELLATION BRANDS INC,56195,Paul Masson Peach Grande Amber Brandy,24,375,3.22,4.83,5,24.15,1.88,0.5
INV-07220600117,9/13/2017,2502,Hy-Vee Wine and Spirits / Ankeny,410 North Ankeny Blvd,Ankeny,50021,,77,POLK,1082000,Imported Cordials & Liqueurs,240,William Grant & Sons Inc,64876,Drambuie Liqueur,12,750,21.5,32.25,2,63,1.5,0.4
INV-07268700002,9/15/2017,4010,Newman's Thriftway,900 S Locust St,Glenwood,51534,POINT (-95.745944 41.038205),65,MILLS,1031100,American Vodkas,55,SAZERAC NORTH AMERICA,37936,Skol Vodka,12,750,3.64,5.46,12,65.52,9,2.38
INV-07257600004,9/14/2017,4379,Kum & Go #2091 / Ashworth / WDM,5969 Ashworth Rd,West Des Moines,50266,POINT (-93.790021 41.584385),77,POLK,1062400,Spiced Rum,260,DIAGEO AMERICAS,43331,Captain Morgan Spiced Rum Mini,12,500,4.8,7.2,2,14.4,1,0.26
INV-07259600033,9/14/2017,4877,World Liquor & Tobacco,1775 NW 86th St,Clive,50325,POINT (-93.736232 41.607853),77,POLK,1062200,White Rum,434,LUXCO INC,45277,Paramount White Rum,12,1000,4.42,6.63,12,79.56,12,3.17
INV-07267700022,9/15/2017,2655,Hy-Vee Food Store / Clarinda,1200 S 16TH ST,Clarinda,51632,POINT (-95.037849 40.726808),73,PAGE,1031200,American Flavored Vodka,380,Phillips Beverage,41653,Uv Citruv (citrus) Vodka DISCO,12,750,6.5,9.75,3,29.25,2.25,0.59
INV-07293000027,9/18/2017,3494,Sam's Club 6514 / Waterloo,210 East Tower Park Dr,Waterloo,50702,POINT (-92.353103 42.456374),7,BLACK HAWK,1012400,Irish Whiskies,395,PROXIMO,15777,Bushmills Irish Whiskey,12,1000,17.25,25.88,24,621.12,24,6.34
INV-07287800020,9/18/2017,4273,Smokin' Joe's #4 Tobacco and Liquor Outlet,2800 E University Ave,Des Moines,50317,POINT (-93.562106 41.600564),77,POLK,1012100,Canadian Whiskies,85,Brown Forman Corp.,12464,Canadian Mist Whisky,24,375,2.9,4.35,24,104.4,9,2.38
INV-07312600020,9/18/2017,2613,Hy-Vee Food Store #1 / Council Bluffs,2323 W Broadway,Council Bluffs,51501,POINT (-95.879662 41.261925),78,POTTAWATTA,1031100,American Vodkas,300,McCormick Distilling Co.,36887,McCormick Vodka,12,1000,4.13,6.2,12,74.4,12,3.17
INV-07262300053,9/14/2017,2612,Hy-Vee Store / Perry,1215  141 St,Perry,50220,POINT (-94.104501 41.830292),25,DALLAS,1022200,100% Agave Tequila,260,DIAGEO AMERICAS,87484,Don Julio Blanco,12,375,14.49,21.74,2,43.48,0.75,0.2
INV-07269600009,9/15/2017,2518,Hy-Vee Wine and Spirits / Red Oak,1607 North Broadway,Red Oak,51566,POINT (-95.83539 41.279189),69,MONTGOMERY,1062400,Spiced Rum,434,LUXCO INC,44658,Lady Bligh Spiced Rum,6,1750,11,16.5,6,99,10.5,2.77
INV-07239100021,9/14/2017,2106,Hillstreet News and Tobacco,2217 College,Cedar Falls,50613,POINT (-92.455796 42.517182),7,BLACK HAWK,1011100,Blended Whiskies,297,Laird & Company,23826,Five Star,12,750,3.5,5.25,12,63,9,2.38
INV-07304900013,9/18/2017,4303,Mepo Foods,111 N Wapello,Mediapolis,52637,POINT (-91.170033 41.008539),29,DES MOINES,1011200,Straight Bourbon Whiskies,461,Skyy Spirits Inc,77776,Wild Turkey American Honey,12,750,10.5,15.75,3,47.25,2.25,0.59
INV-07223500002,9/13/2017,4919,Kum & Go #4084 / Altoona,101 8th St SW,Altoona,50009,POINT (-93.464905 41.64404),77,POLK,1032100,Imported Vodkas,370,PERNOD RICARD USA,34006,Absolut Swedish Vodka 80 Prf,12,750,11.49,17.24,3,51.72,2.25,0.59
INV-07299900032,9/18/2017,4021,Wal-Mart 0985 / Fairfield,2701 W Burlington Ave,Fairfield,52556,POINT (-91.993721 41.006375),51,JEFFERSON,1032100,Imported Vodkas,370,PERNOD RICARD USA,34008,Absolut Swedish Vodka 80 Prf,6,1750,19.99,29.99,12,359.88,21,5.55
INV-07302300033,9/18/2017,3918,Smokin' Joe's #1 Tobacco and Liquor Outlet,3120 Rockingham Rd,Davenport,52802,POINT (-90.621541 41.510082),82,SCOTT,1081600,Whiskey Liqueur,421,SAZERAC COMPANY  INC,86884,Southern Comfort,24,375,4.78,7.17,8,57.36,3,0.79
INV-07234900001,9/13/2017,4195,Fareway Stores #792 / Toledo,1005 S County Line Rd,Toledo,52342,POINT (-92.581697 41.984303),86,TAMA,1062400,Spiced Rum,260,DIAGEO AMERICAS,43336,Captain Morgan Original Spiced,12,750,9.06,13.59,12,163.08,9,2.38
INV-07255800011,9/14/2017,4997,Downtown Pantry,"218, 6th Ave #101",Des Moines,50309,POINT (-93.62452 41.585651),77,POLK,1011100,Blended Whiskies,434,LUXCO INC,24156,Hawkeye Blend Whiskey,12,750,3.5,5.25,12,63,9,2.38
INV-07334500122,9/19/2017,2552,Hy-Vee Food Store #3 / Cedar Rapids,20 Wilson Avenue West,Cedar Rapids,52404,POINT (-91.658577 41.955859),57,LINN,1052100,Imported Brandies,65,Jim Beam Brands,47786,Courvoisier Vs Cognac,12,750,16.79,25.19,3,75.57,2.25,0.59
INV-07339500006,9/19/2017,4648,Prime Mart / Broadway Waterloo,508 Broadway St,Waterloo,50703,POINT (-92.345104 42.510573),7,BLACK HAWK,1052100,Imported Brandies,389,REMY COINTREAU USA INC,49185,Remy Martin VSOP (flask),12,375,11.59,17.39,24,400.32,9,2.38
INV-07227900071,9/13/2017,2621,Hy-Vee Food Store #3 / Sioux City,3301 Gordon Dr,Sioux City,51105,POINT (-96.364108 42.487752),97,WOODBURY,1031100,American Vodkas,260,DIAGEO AMERICAS,37418,Popov Vodka 80 Prf,6,1750,8.5,12.75,6,76.5,10.5,2.77
INV-07226600097,9/13/2017,2637,Hy-Vee #5 / Davenport,2351 W Locust,Davenport,52804,POINT (-90.611972 41.538207),82,SCOTT,1012100,Canadian Whiskies,380,Phillips Beverage,14512,Revel Stoke Honey Mini,12,50,4.89,7.34,2,14.68,0.1,0.03
INV-07250400018,9/14/2017,4598,Quik Trip #501 / E Euclid DM,2221 E Euclid Ave,Des Moines,50317,POINT (-93.577655 41.627702000000006),77,POLK,1031100,American Vodkas,205,E & J Gallo Winery,36968,New Amsterdam Vodka,24,375,3.5,5.25,4,21,1.5,0.4
INV-07270400030,9/15/2017,4291,Fareway Stores #597 / Creston,105 E Adams St,Creston,50801,POINT (-94.237509 40.715722),88,UNION,1081300,American Cordials & Liqueur,434,LUXCO INC,76487,Paramount Amaretto,12,1000,4.05,6.08,2,12.16,2,0.53
INV-07332700017,9/19/2017,3666,Target Store T-1771 / Cedar Rapids,3400 Edgewood Rd SW,Cedar Rapids,52404,POINT (-91.716111 41.944272),57,LINN,1031100,American Vodkas,55,SAZERAC NORTH AMERICA,37938,Skol Vodka,6,1750,7.11,10.67,6,64.02,10.5,2.77
INV-07284200001,9/18/2017,4617,Lickety Liquor,2501 HUBBELL AVE,Des Moines,50317,POINT (-93.570489 41.607817),77,POLK,1011400,Tennessee Whiskies,85,Brown Forman Corp.,26821,Jack Daniels Old #7 Black Lbl Mini,12,500,9.06,13.59,2,27.18,1,0.26
INV-07339500015,9/19/2017,4648,Prime Mart / Broadway Waterloo,508 Broadway St,Waterloo,50703,POINT (-92.345104 42.510573),7,BLACK HAWK,1032200,Imported Flavored Vodka,260,DIAGEO AMERICAS,64919,Ciroc French Vanilla Mini,4,50,26.1,39.15,1,39.15,0.05,0.01
INV-07227300018,9/13/2017,3722,Wal-Mart 1361 / Sioux City,3400 Singing Hills Blvd,Sioux City,51106,POINT (-96.36432 42.43609000000001),97,WOODBURY,1031100,American Vodkas,301,FIFTH GENERATION INC,38176,Titos Handmade Vodka,12,750,9.64,14.46,12,173.52,9,2.38
INV-07320200007,9/19/2017,2509,Hy-Vee / Drugtown #1 / Cedar Rapids,1520 6th St SW,Cedar Rapids,52404,POINT (-91.67706 41.962419),57,LINN,1012100,Canadian Whiskies,115,CONSTELLATION BRANDS INC,11771,Black Velvet Mini,10,600,6.8,10.2,2,20.4,1.2,0.32
INV-07297000009,9/18/2017,4296,Circle B Market,111 Main St,Keosauqua,52565,POINT (-91.962466 40.7294),89,VAN BUREN,1011400,Tennessee Whiskies,85,Brown Forman Corp.,26828,Jack Daniels Old #7 Black Lbl,6,1750,30.68,46.02,6,276.12,10.5,2.77
